sample_id,timestamp,species,behavior,latitude,longitude,temperature,weather,vegetation_type,time_of_day,animal_id,previous_latitude,previous_longitude,previous_timestamp,distance_km,time_diff_hours,speed_kmh,speed_risk,distance_risk,anomaly_risk,weather_risk,habitat_risk,behavior_risk,risk_score,risk_level,conservation_priority,risk_reason
S0333,2025-05-02 00:26:00,Elephant,Resting,24.44928,78.36984,33.7,Windy,Desert,Morning,ELE_001,,,,0.0,,0.0,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0737,2025-05-04 18:31:00,Elephant,Alert,24.69031,78.45155,27.5,Foggy,Wetland,Evening,ELE_001,24.44928,78.36984,2025-05-02 00:26:00,28.046186950653503,66.08333333333333,0.4244063599090064,0,0,0,8,5,4,17,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0765,2025-05-10 05:49:00,Elephant,Playing,24.38417,78.59222,28.7,Rainy,Savanna,Night,ELE_001,24.69031,78.45155,2025-05-04 18:31:00,36.89544369629942,131.3,0.28100109441202903,0,0,0,5,2,2,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0927,2025-05-13 23:20:00,Elephant,Hunting,24.41938,78.54128,26.9,Cloudy,Wetland,Night,ELE_001,24.38417,78.59222,2025-05-10 05:49:00,6.475838752708387,89.51666666666667,0.07234226869530873,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0149,2025-05-17 17:13:00,Elephant,Grazing,24.38182,78.55895,19.6,Cloudy,Grassland,Afternoon,ELE_001,24.41938,78.54128,2025-05-13 23:20:00,4.543638212186479,89.88333333333334,0.05055039731711268,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0672,2025-05-20 00:48:00,Elephant,Socializing,24.48121,78.56853,24.9,Cloudy,Forest,Morning,ELE_001,24.38182,78.55895,2025-05-17 17:13:00,11.094138191707055,55.583333333333336,0.19959469010567413,0,0,0,2,3,1,6,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0060,2025-05-22 00:02:00,Elephant,Playing,24.54652,78.32237,32.4,Foggy,Forest,Night,ELE_001,24.48121,78.56853,2025-05-20 00:48:00,25.94169366994601,47.233333333333334,0.549224283767382,0,0,0,8,3,2,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0535,2025-05-25 11:40:00,Elephant,Resting,24.42791,78.43449,27.7,Windy,Savanna,Evening,ELE_001,24.54652,78.32237,2025-05-22 00:02:00,17.39748078894195,83.63333333333334,0.20802089424801057,0,0,0,5,2,0,7,Low,Normal,"Environmental condition, Habitat factor"
S0773,2025-05-29 18:42:00,Elephant,Socializing,24.35341,78.69141,25.1,Foggy,Forest,Afternoon,ELE_001,24.42791,78.43449,2025-05-25 11:40:00,27.305455455315563,103.03333333333333,0.26501574366207276,0,0,0,8,3,1,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0358,2025-05-02 01:26:00,Elephant,Running,24.42729,78.36614,34.9,Foggy,Savanna,Morning,ELE_002,,,,0.0,,0.0,0,0,0,8,2,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0418,2025-05-06 13:11:00,Elephant,Alert,24.56573,78.35854,29.3,Foggy,Grassland,Evening,ELE_002,24.42729,78.36614,2025-05-02 01:26:00,15.41302202970606,107.75,0.14304428797871052,0,0,0,8,1,4,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0969,2025-05-10 07:21:00,Elephant,Grazing,24.53595,78.3272,18.6,Cloudy,Savanna,Evening,ELE_002,24.56573,78.35854,2025-05-06 13:11:00,4.583979064452223,90.16666666666667,0.0508389545040912,0,0,0,2,2,1,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0373,2025-05-14 14:46:00,Elephant,Alert,24.38668,78.52863,29.6,Rainy,Forest,Evening,ELE_002,24.53595,78.3272,2025-05-10 07:21:00,26.289703850528085,103.41666666666667,0.2542114796183215,0,0,0,5,3,4,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0958,2025-05-17 23:45:00,Elephant,Grazing,24.33051,78.59754,19.9,Foggy,Desert,Morning,ELE_002,24.38668,78.52863,2025-05-14 14:46:00,9.366722413810859,80.98333333333333,0.11566234715551585,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0331,2025-05-20 03:51:00,Elephant,Running,24.53541,78.49067,22.0,Rainy,Forest,Morning,ELE_002,24.33051,78.59754,2025-05-17 23:45:00,25.222175541640468,52.1,0.48411085492592065,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0823,2025-05-22 06:01:00,Elephant,Running,24.41968,78.48145,19.1,Rainy,Savanna,Evening,ELE_002,24.53541,78.49067,2025-05-20 03:51:00,12.902372140004816,50.166666666666664,0.25719014232567744,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0836,2025-05-25 20:57:00,Elephant,Running,24.39029,78.32685,20.1,Cloudy,Grassland,Morning,ELE_002,24.41968,78.48145,2025-05-22 06:01:00,15.99217544741033,86.93333333333334,0.18395907339812495,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0960,2025-05-30 01:11:00,Elephant,Grazing,24.48775,78.48098,26.6,Cloudy,Desert,Night,ELE_002,24.39029,78.32685,2025-05-25 20:57:00,18.997165006583582,100.23333333333333,0.18952941476471816,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0459,2025-05-02 06:05:00,Elephant,Grazing,24.37105,78.39873,20.2,Rainy,Wetland,Evening,ELE_003,,,,0.0,,0.0,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0565,2025-05-06 13:59:00,Elephant,Resting,24.56894,78.59967,30.3,Cloudy,Grassland,Afternoon,ELE_003,24.37105,78.39873,2025-05-02 06:05:00,29.962771238821407,103.9,0.2883808588914476,0,0,0,2,1,0,3,Low,Normal,"Environmental condition, Habitat factor"
S0778,2025-05-10 09:19:00,Elephant,Socializing,24.53924,78.58901,24.9,Foggy,Grassland,Evening,ELE_003,24.56894,78.59967,2025-05-06 13:59:00,3.474023140009843,91.33333333333333,0.03803674970813697,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0263,2025-05-14 15:57:00,Elephant,Resting,24.57533,78.53326,22.7,Foggy,Grassland,Morning,ELE_003,24.53924,78.58901,2025-05-10 09:19:00,6.920674446464709,102.63333333333334,0.06743105988760677,0,0,0,8,1,0,9,Low,Normal,"Environmental condition, Habitat factor"
S0537,2025-05-18 09:44:00,Elephant,Socializing,24.51638,78.59462,26.4,Sunny,Wetland,Night,ELE_003,24.57533,78.53326,2025-05-14 15:57:00,9.026945285624883,89.78333333333333,0.10054143626090459,0,0,0,0,5,1,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0588,2025-05-20 08:25:00,Elephant,Playing,24.4625,78.34845,30.0,Rainy,Forest,Night,ELE_003,24.51638,78.59462,2025-05-18 09:44:00,25.620666612839,46.68333333333333,0.5488182780329668,0,0,0,5,3,2,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0610,2025-05-22 08:59:00,Elephant,Socializing,24.35225,78.42559,23.5,Sunny,Desert,Night,ELE_003,24.4625,78.34845,2025-05-20 08:25:00,14.536186336519078,48.56666666666667,0.2993037680820675,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0728,2025-05-25 22:54:00,Elephant,Alert,24.48947,78.32957,22.0,Windy,Desert,Afternoon,ELE_003,24.35225,78.42559,2025-05-22 08:59:00,18.09207467562377,85.91666666666667,0.21057700883364233,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0592,2025-05-30 23:15:00,Elephant,Grazing,24.5422,78.50563,31.9,Foggy,Forest,Morning,ELE_003,24.48947,78.32957,2025-05-25 22:54:00,18.75226291537924,120.35,0.15581439896451385,0,0,0,8,3,1,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0117,2025-05-02 13:28:00,Elephant,Alert,24.4191,78.30262,26.2,Rainy,Forest,Night,ELE_004,,,,0.0,,0.0,0,0,0,5,3,4,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0090,2025-05-06 19:32:00,Elephant,Hunting,24.65484,78.3363,33.6,Cloudy,Savanna,Morning,ELE_004,24.4191,78.30262,2025-05-02 13:28:00,26.433553423857504,102.06666666666666,0.25898321447280376,0,0,0,2,2,5,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0348,2025-05-11 03:26:00,Elephant,Hunting,24.36854,78.60316,24.2,Sunny,Desert,Afternoon,ELE_004,24.65484,78.3363,2025-05-06 19:32:00,41.74240567276942,103.9,0.40175558876582695,0,20,0,0,1,5,26,Moderate,Monitor,"Large movement distance, Habitat factor, Active/risk behavior"
S0501,2025-05-15 01:20:00,Elephant,Playing,24.46159,78.42668,19.0,Rainy,Wetland,Afternoon,ELE_004,24.36854,78.60316,2025-05-11 03:26:00,20.64822013295283,93.9,0.21989584806126547,0,0,0,5,5,2,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0336,2025-05-18 10:26:00,Elephant,Playing,24.31748,78.60227,22.2,Sunny,Desert,Morning,ELE_004,24.46159,78.42668,2025-05-15 01:20:00,23.937180104912148,81.1,0.2951563514785715,0,0,0,0,1,2,3,Low,Normal,"Habitat factor, Active/risk behavior"
S0540,2025-05-20 08:44:00,Elephant,Hunting,24.32226,78.34944,29.6,Cloudy,Desert,Morning,ELE_004,24.31748,78.60227,2025-05-18 10:26:00,25.624152868190038,46.3,0.5534374269587482,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0544,2025-05-22 20:23:00,Elephant,Grazing,24.49495,78.52327,27.2,Cloudy,Wetland,Afternoon,ELE_004,24.32226,78.34944,2025-05-20 08:44:00,26.048722992775932,59.65,0.43669275763245485,0,0,0,2,5,1,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0320,2025-05-26 04:38:00,Elephant,Running,24.44745,78.60034,32.7,Cloudy,Wetland,Night,ELE_004,24.49495,78.52327,2025-05-22 20:23:00,9.420001408392814,80.25,0.11738319512015967,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0399,2025-05-31 03:08:00,Elephant,Socializing,24.36813,78.3954,33.1,Cloudy,Wetland,Night,ELE_004,24.44745,78.60034,2025-05-26 04:38:00,22.548226471476628,118.5,0.19028039216435974,0,0,0,2,5,1,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0877,2025-05-02 16:52:00,Elephant,Hunting,24.54716,78.47622,23.3,Cloudy,Wetland,Night,ELE_005,,,,0.0,,0.0,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0824,2025-05-07 04:11:00,Elephant,Hunting,24.51066,78.40936,26.5,Windy,Savanna,Evening,ELE_005,24.54716,78.47622,2025-05-02 16:52:00,7.887831053061662,107.31666666666666,0.0735005223145985,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0048,2025-05-11 12:37:00,Elephant,Hunting,24.62234,78.36517,33.7,Sunny,Grassland,Morning,ELE_005,24.51066,78.40936,2025-05-07 04:11:00,13.197881781650747,104.43333333333334,0.1263761421798667,0,0,0,0,1,5,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0150,2025-05-15 01:45:00,Elephant,Alert,24.58393,78.39565,33.5,Foggy,Savanna,Morning,ELE_005,24.62234,78.36517,2025-05-11 12:37:00,5.266613116299217,85.13333333333334,0.06186311413037451,0,0,0,8,2,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0349,2025-05-18 19:38:00,Elephant,Grazing,24.69898,78.65991,31.6,Foggy,Desert,Afternoon,ELE_005,24.58393,78.39565,2025-05-15 01:45:00,29.614223346934843,89.88333333333334,0.32947402203153914,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0342,2025-05-20 12:59:00,Elephant,Socializing,24.67819,78.33225,33.9,Cloudy,Grassland,Afternoon,ELE_005,24.69898,78.65991,2025-05-18 19:38:00,33.184349239213155,41.35,0.8025235608032202,20,0,0,2,1,1,24,Low,Normal,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0256,2025-05-23 02:48:00,Elephant,Hunting,24.39187,78.42074,30.1,Cloudy,Desert,Evening,ELE_005,24.67819,78.33225,2025-05-20 12:59:00,33.07172919347871,61.81666666666667,0.5349969672711573,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0968,2025-05-26 07:18:00,Elephant,Hunting,24.30665,78.49227,29.1,Cloudy,Forest,Evening,ELE_005,24.39187,78.42074,2025-05-23 02:48:00,11.929111704425774,76.5,0.15593610071144803,0,0,0,2,3,5,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0065,2025-05-03 00:37:00,Elephant,Socializing,24.35564,78.42689,20.0,Cloudy,Grassland,Evening,ELE_006,,,,0.0,,0.0,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0410,2025-05-07 16:23:00,Elephant,Running,24.61821,78.30696,27.3,Foggy,Wetland,Morning,ELE_006,24.35564,78.42689,2025-05-03 00:37:00,31.618324840006274,111.76666666666667,0.28289583811517693,0,0,0,8,5,5,18,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0354,2025-05-11 13:19:00,Elephant,Hunting,24.31183,78.50181,30.0,Foggy,Desert,Afternoon,ELE_006,24.61821,78.30696,2025-05-07 16:23:00,39.36417613969853,92.93333333333334,0.4235743487055078,0,0,0,8,1,5,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0979,2025-05-15 03:21:00,Elephant,Resting,24.66803,78.46638,25.0,Cloudy,Grassland,Night,ELE_006,24.31183,78.50181,2025-05-11 13:19:00,39.769563719839915,86.03333333333333,0.4622576178206887,0,20,0,2,1,0,23,Low,Normal,"Large movement distance, Environmental condition, Habitat factor"
S0818,2025-05-19 00:04:00,Elephant,Hunting,24.45368,78.58938,30.4,Sunny,Wetland,Night,ELE_006,24.66803,78.46638,2025-05-15 03:21:00,26.885502584382113,92.71666666666667,0.28997486159678715,0,0,0,0,5,5,10,Low,Normal,"Habitat factor, Active/risk behavior"
S0673,2025-05-20 16:14:00,Elephant,Playing,24.62705,78.49297,33.0,Sunny,Savanna,Evening,ELE_006,24.45368,78.58938,2025-05-19 00:04:00,21.604073618979072,40.166666666666664,0.537860753999479,0,0,0,0,2,2,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0651,2025-05-23 05:34:00,Elephant,Running,24.65597,78.38504,24.2,Windy,Forest,Afternoon,ELE_006,24.62705,78.49297,2025-05-20 16:14:00,11.37248856445929,61.333333333333336,0.1854210092031406,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0393,2025-05-26 18:31:00,Elephant,Running,24.41798,78.32662,27.6,Rainy,Desert,Evening,ELE_006,24.65597,78.38504,2025-05-23 05:34:00,27.115048560990378,84.95,0.3191883291464435,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0490,2025-05-03 14:49:00,Elephant,Grazing,24.48092,78.43871,24.7,Foggy,Grassland,Afternoon,ELE_007,,,,0.0,,0.0,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0215,2025-05-08 04:56:00,Elephant,Hunting,24.54826,78.6659,25.3,Cloudy,Desert,Afternoon,ELE_007,24.48092,78.43871,2025-05-03 14:49:00,24.174023793095554,110.11666666666666,0.21953101673766207,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0332,2025-05-11 18:51:00,Elephant,Running,24.48889,78.31947,29.7,Cloudy,Forest,Evening,ELE_007,24.54826,78.6659,2025-05-08 04:56:00,35.66399050129068,85.91666666666667,0.415099792449552,0,0,0,2,3,5,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0383,2025-05-15 16:04:00,Elephant,Hunting,24.58908,78.56143,21.8,Rainy,Wetland,Afternoon,ELE_007,24.48889,78.31947,2025-05-11 18:51:00,26.890927645987354,93.21666666666667,0.28847767902006816,0,0,0,5,5,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0714,2025-05-19 09:34:00,Elephant,Alert,24.647,78.54734,18.9,Cloudy,Wetland,Evening,ELE_007,24.58908,78.56143,2025-05-15 16:04:00,6.596028567551947,89.5,0.07369864321287092,0,0,0,2,5,4,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0066,2025-05-20 21:10:00,Elephant,Grazing,24.48108,78.64976,32.5,Sunny,Desert,Morning,ELE_007,24.647,78.54734,2025-05-19 09:34:00,21.158173907516197,35.6,0.594330727739219,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0948,2025-05-23 19:12:00,Elephant,Hunting,24.5203,78.54635,26.7,Rainy,Grassland,Night,ELE_007,24.48108,78.64976,2025-05-20 21:10:00,11.335748740240188,70.03333333333333,0.1618621904841531,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0456,2025-05-26 23:53:00,Elephant,Socializing,24.57442,78.65552,30.7,Foggy,Forest,Evening,ELE_007,24.5203,78.54635,2025-05-23 19:12:00,12.57538512575906,76.68333333333334,0.16399111226810337,0,0,0,8,3,1,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0644,2025-05-03 16:15:00,Elephant,Playing,24.38437,78.33069,23.5,Foggy,Wetland,Evening,ELE_008,,,,0.0,,0.0,0,0,0,8,5,2,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0813,2025-05-09 04:13:00,Elephant,Resting,24.53091,78.56063,30.1,Sunny,Forest,Morning,ELE_008,24.38437,78.33069,2025-05-03 16:15:00,28.410970898697226,131.96666666666667,0.2152889939279911,0,0,0,0,3,0,3,Low,Normal,Habitat factor
S0585,2025-05-13 06:24:00,Elephant,Resting,24.41295,78.55222,19.2,Sunny,Forest,Afternoon,ELE_008,24.53091,78.56063,2025-05-09 04:13:00,13.144139952473523,98.18333333333334,0.13387343356788514,0,0,0,0,3,0,3,Low,Normal,Habitat factor
S0198,2025-05-15 19:08:00,Elephant,Grazing,24.45441,78.41586,27.3,Sunny,Desert,Morning,ELE_008,24.41295,78.55222,2025-05-13 06:24:00,14.554043151377785,60.733333333333334,0.23963847120819623,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0868,2025-05-19 10:02:00,Elephant,Running,24.39271,78.43387,19.1,Foggy,Savanna,Afternoon,ELE_008,24.45441,78.41586,2025-05-15 19:08:00,7.098902102358024,86.9,0.08169047298455723,0,0,0,8,2,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0941,2025-05-21 18:23:00,Elephant,Playing,24.42257,78.41816,33.1,Rainy,Forest,Evening,ELE_008,24.39271,78.43387,2025-05-19 10:02:00,3.681678138643661,56.35,0.06533590308152015,0,0,0,5,3,2,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0340,2025-05-24 09:13:00,Elephant,Grazing,24.42554,78.668,34.5,Sunny,Forest,Afternoon,ELE_008,24.42257,78.41816,2025-05-21 18:23:00,25.2969804290926,62.833333333333336,0.40260446306248165,0,0,0,0,3,1,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0021,2025-05-27 14:26:00,Elephant,Resting,24.59162,78.57892,22.1,Rainy,Desert,Afternoon,ELE_008,24.42554,78.668,2025-05-24 09:13:00,20.54919549467879,77.21666666666667,0.2661238354588231,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0764,2025-05-03 18:18:00,Elephant,Playing,24.46052,78.36163,28.7,Sunny,Savanna,Morning,ELE_009,,,,0.0,,0.0,0,0,0,0,2,2,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0978,2025-05-09 05:04:00,Elephant,Alert,24.36326,78.37716,27.9,Windy,Desert,Morning,ELE_009,24.46052,78.36163,2025-05-03 18:18:00,10.928539226976772,130.76666666666668,0.08357282100670485,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0530,2025-05-13 11:33:00,Elephant,Grazing,24.59348,78.41823,29.9,Windy,Grassland,Night,ELE_009,24.36326,78.37716,2025-05-09 05:04:00,25.934509406910088,102.48333333333333,0.2530607520596203,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0643,2025-05-16 06:22:00,Elephant,Alert,24.67882,78.48565,32.4,Windy,Savanna,Evening,ELE_009,24.59348,78.41823,2025-05-13 11:33:00,11.682622808074276,66.81666666666666,0.1748459387589066,0,0,0,5,2,4,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0862,2025-05-19 14:49:00,Elephant,Playing,24.56201,78.58366,19.7,Windy,Grassland,Night,ELE_009,24.67882,78.48565,2025-05-16 06:22:00,16.335940950602232,80.45,0.203057065886914,0,0,0,5,1,2,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0042,2025-05-21 22:03:00,Elephant,Grazing,24.37454,78.60881,26.9,Sunny,Savanna,Afternoon,ELE_009,24.56201,78.58366,2025-05-19 14:49:00,21.000542333336153,55.233333333333334,0.38021500905255556,0,0,0,0,2,1,3,Low,Normal,"Habitat factor, Active/risk behavior"
S0135,2025-05-25 02:43:00,Elephant,Playing,24.44759,78.39947,29.6,Rainy,Forest,Evening,ELE_009,24.37454,78.60881,2025-05-21 22:03:00,22.699699622904838,76.66666666666667,0.2960830385596283,0,0,0,5,3,2,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0689,2025-05-28 03:43:00,Elephant,Hunting,24.39811,78.69739,30.6,Sunny,Desert,Morning,ELE_009,24.44759,78.39947,2025-05-25 02:43:00,30.660614110381022,73.0,0.4200084124709729,0,0,0,0,1,5,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0466,2025-05-04 09:02:00,Elephant,Playing,24.59672,78.36541,27.7,Cloudy,Savanna,Night,ELE_010,,,,0.0,,0.0,0,0,0,2,2,2,6,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0462,2025-05-09 10:25:00,Elephant,Hunting,24.35782,78.53055,21.6,Foggy,Wetland,Night,ELE_010,24.59672,78.36541,2025-05-04 09:02:00,31.384300952860738,121.38333333333334,0.25855527353722974,0,0,0,8,5,5,18,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0642,2025-05-13 17:58:00,Elephant,Hunting,24.67925,78.50659,34.6,Foggy,Forest,Night,ELE_010,24.35782,78.53055,2025-05-09 10:25:00,35.82348836520366,103.55,0.3459535332226331,0,0,0,8,3,5,16,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0988,2025-05-17 02:50:00,Elephant,Resting,24.46556,78.6293,29.0,Rainy,Grassland,Morning,ELE_010,24.67925,78.50659,2025-05-13 17:58:00,26.806343670772897,80.86666666666666,0.33148817399966485,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0799,2025-05-19 15:56:00,Elephant,Alert,24.52545,78.48932,29.8,Rainy,Grassland,Evening,ELE_010,24.46556,78.6293,2025-05-17 02:50:00,15.651534281474689,61.1,0.25616259053150064,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0511,2025-05-21 22:59:00,Elephant,Socializing,24.57522,78.36855,18.4,Foggy,Wetland,Afternoon,ELE_010,24.52545,78.48932,2025-05-19 15:56:00,13.41017679449009,55.05,0.24359994177093716,0,0,0,8,5,1,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0589,2025-05-25 02:52:00,Elephant,Hunting,24.49505,78.34556,34.2,Cloudy,Forest,Morning,ELE_010,24.57522,78.36855,2025-05-21 22:59:00,9.212840796758394,75.88333333333334,0.12140796130145039,0,0,0,2,3,5,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0515,2025-05-29 01:08:00,Elephant,Grazing,24.5758,78.36107,33.1,Rainy,Forest,Afternoon,ELE_010,24.49505,78.34556,2025-05-25 02:52:00,9.115028024310142,94.26666666666667,0.0966940738080991,0,0,0,5,3,1,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0735,2025-05-01 18:29:00,Fox,Running,24.40007,78.42267,32.6,Sunny,Wetland,Evening,FOX_001,,,,0.0,,0.0,0,0,0,0,5,5,10,Low,Normal,"Habitat factor, Active/risk behavior"
S0757,2025-05-03 17:13:00,Fox,Grazing,24.40182,78.51433,35.0,Windy,Wetland,Morning,FOX_001,24.40007,78.42267,2025-05-01 18:29:00,9.283773464340017,46.733333333333334,0.19865421107717582,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0909,2025-05-04 22:29:00,Fox,Alert,24.46488,78.51356,20.2,Sunny,Desert,Afternoon,FOX_001,24.40182,78.51433,2025-05-03 17:13:00,7.012385360093436,29.266666666666666,0.23960314442232697,0,0,0,0,1,4,5,Low,Normal,"Habitat factor, Active/risk behavior"
S0371,2025-05-07 11:22:00,Fox,Socializing,24.53568,78.6081,28.6,Rainy,Desert,Morning,FOX_001,24.46488,78.51356,2025-05-04 22:29:00,12.388820074647802,60.88333333333333,0.20348458923593432,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0087,2025-05-09 05:04:00,Fox,Alert,24.34073,78.37732,33.8,Foggy,Grassland,Afternoon,FOX_001,24.53568,78.6081,2025-05-07 11:22:00,31.870315904419076,41.7,0.7642761607774359,0,0,0,8,1,4,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0772,2025-05-12 12:23:00,Fox,Running,24.51545,78.39365,19.5,Rainy,Wetland,Evening,FOX_001,24.34073,78.37732,2025-05-09 05:04:00,19.49819451799366,79.31666666666666,0.24582720552208862,0,0,0,5,5,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0205,2025-05-15 07:47:00,Fox,Resting,24.55882,78.69855,21.6,Windy,Savanna,Morning,FOX_001,24.51545,78.39365,2025-05-12 12:23:00,31.216352222734276,67.4,0.4631506264500634,0,0,0,5,2,0,7,Low,Normal,"Environmental condition, Habitat factor"
S0956,2025-05-18 11:22:00,Fox,Grazing,24.47177,78.53914,26.8,Cloudy,Desert,Evening,FOX_001,24.55882,78.69855,2025-05-15 07:47:00,18.8093982245352,75.58333333333333,0.24885642634445693,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0352,2025-05-23 11:29:00,Fox,Resting,24.47055,78.62328,23.7,Foggy,Savanna,Evening,FOX_001,24.47177,78.53914,2025-05-18 11:22:00,8.516576293950008,120.11666666666666,0.07090253609504656,0,0,0,8,2,0,10,Low,Normal,"Environmental condition, Habitat factor"
S0963,2025-05-26 14:02:00,Fox,Socializing,24.36389,78.38798,30.4,Windy,Wetland,Night,FOX_001,24.47055,78.62328,2025-05-23 11:29:00,26.612868514381102,74.55,0.35698012762415965,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
